City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,sola,-13.8833,167.55,30.37,79,40,2.06,VU,39600
380,badger,64.8,-147.5333,-0.57,84,40,0.0,US,-28800
381,camacupa,-12.0167,17.4833,17.27,83,100,1.31,AO,3600
382,constantia,44.1833,28.65,14.38,69,8,3.13,RO,10800
383,liman,48.9884,37.8023,10.59,94,100,2.48,UA,10800
384,hobyo,5.3505,48.5268,27.23,79,30,3.32,SO,10800
385,phetchabun,16.25,101.0833,25.15,88,96,1.21,TH,25200
386,novoshakhtinskiy,44.025,132.1514,7.5,40,5,3.54,RU,36000
387,igarka,67.4667,86.5833,-10.17,86,23,7.89,RU,25200
388,suva,-18.1416,178.4415,26.71,74,75,6.17,FJ,43200
389,sao jose da coroa grande,-8.8978,-35.1478,26.17,74,23,5.53,BR,-10800
390,bodaybo,57.8506,114.1933,1.04,81,94,1.12,RU,28800
391,calvinia,-31.4707,19.776,13.08,41,98,2.75,ZA,7200
392,carnarvon,-24.8667,113.6333,21.21,61,7,11.33,AU,28800
393,katabu,-4.9333,122.5167,31.83,41,36,2.08,ID,28800
394,hami,42.8,93.45,12.79,31,80,0.75,CN,28800
395,xilin hot,43.9667,116.0333,7.72,28,13,3.21,CN,28800
396,kigoma,-4.8769,29.6267,25.42,70,100,1.82,TZ,10800
397,yima,34.7381,111.8839,15.97,47,100,1.21,CN,28800
398,rongelap,11.1635,166.8941,27.93,69,15,5.18,MH,43200
399,moshi,-3.35,37.3333,19.93,82,70,1.22,TZ,10800
400,kotabumi,-4.8333,104.9,28.7,64,89,1.85,ID,25200
401,la ronge,55.1001,-105.2842,-2.86,68,100,4.63,CA,-21600
402,weston-super-mare,51.346,-2.9766,11.47,95,92,3.09,GB,3600
403,qui nhon,13.7667,109.2333,26.49,80,100,1.83,VN,25200
404,kalmunai,7.4167,81.8167,25.42,84,14,1.09,LK,19800
405,paranagua,-25.52,-48.5092,18.57,98,100,1.33,BR,-10800
406,tabas,33.5959,56.9244,20.9,37,8,1.63,IR,12600
407,viqueque,-8.8673,126.3658,31.31,47,5,2.76,TL,32400
408,sao joao da barra,-21.6403,-41.0511,24.05,96,100,3.33,BR,-10800
409,pago pago,-14.2781,-170.7025,27.55,74,75,5.14,AS,-39600
410,hengchun,22.0042,120.7439,26.17,69,62,4.52,TW,28800
411,omdurman,15.6445,32.4777,32.71,27,100,2.13,SD,7200
412,khanty-mansiysk,61.0042,69.0019,-5.94,79,40,2.0,RU,18000
413,hithadhoo,-0.6,73.0833,27.22,78,3,8.35,MV,18000
414,gaillimh,53.2719,-9.0489,8.91,90,78,3.51,IE,3600
415,castillos,-34.1667,-53.8333,9.57,78,0,2.21,UY,-10800
416,keetmanshoop,-26.5833,18.1333,20.79,23,98,3.89,NA,7200
417,lichinga,-13.3128,35.2406,20.05,83,20,6.69,MZ,7200
418,cabedelo,-6.9811,-34.8339,25.37,66,100,5.13,BR,-10800
419,cangzhou,38.3167,116.8667,15.99,36,0,3.37,CN,28800
420,ixtlahuacan del rio,20.8667,-103.25,23.92,57,100,0.74,MX,-21600
421,revda,56.801,59.9303,-8.54,94,39,3.81,RU,18000
422,dodoma,-6.1722,35.7395,19.97,78,7,2.82,TZ,10800
423,ingeniero jacobacci,-41.3427,-69.5448,10.62,51,100,8.2,AR,-10800
424,gebeit,21.0667,36.3167,24.54,61,21,2.53,SD,7200
425,sena madureira,-9.0656,-68.6569,25.07,83,84,0.94,BR,-18000
426,lesnoy,57.6198,63.0784,-6.84,77,56,4.23,RU,18000
427,chernushka,56.5072,56.0766,-12.67,98,77,1.44,RU,18000
428,texarkana,33.4251,-94.0477,21.12,93,100,4.12,US,-18000
429,bechar,31.6167,-2.2167,21.7,24,11,2.19,DZ,3600
430,pitanga,-24.7572,-51.7614,18.09,93,29,1.69,BR,-10800
431,jabor,5.921,169.6434,28.7,73,100,4.73,MH,43200
432,tabou,4.423,-7.3528,25.2,91,41,3.28,CI,0
433,masterton,-40.9597,175.6575,13.82,44,10,7.18,NZ,46800
434,praya,14.9215,-23.5087,27.3,83,75,7.72,CV,-3600
435,ouallam,14.3188,2.0866,27.34,12,100,1.5,NE,3600
436,tromso,69.6496,18.957,2.01,87,75,2.57,NO,7200
437,lodja,-3.4833,23.4333,19.78,100,99,0.64,CD,7200
438,dankalwa,11.7443,12.1867,20.97,23,8,0.79,NG,3600
439,misratah,32.3754,15.0925,22.62,76,6,3.64,LY,7200
440,abu zabad,12.35,29.25,26.2,65,100,4.05,SD,7200
441,cascais,38.6979,-9.4215,18.3,83,100,5.81,PT,3600
442,murray bridge,-35.1167,139.2667,19.63,34,100,4.27,AU,37800
443,aljezur,37.3191,-8.8033,17.44,77,100,3.45,PT,3600
444,richards bay,-28.783,32.0377,18.79,84,6,4.61,ZA,7200
445,callao,-12.0667,-77.15,20.4,73,20,4.63,PE,-18000
446,weno,7.4515,151.8468,27.96,78,56,5.72,FM,36000
447,huamuxtitlan,17.8167,-98.5667,22.7,88,98,1.22,MX,-21600
448,luderitz,-26.6481,15.1594,15.32,82,0,7.2,NA,7200
449,teluknaga,-6.0989,106.6381,31.4,74,20,1.03,ID,25200
450,vizinga,61.0749,50.1031,-4.25,92,98,2.02,RU,10800
451,songea,-10.6833,35.65,18.46,78,31,1.42,TZ,10800
452,sivers'k,48.867,38.1001,11.1,94,100,2.19,UA,10800
453,aripuana,-9.1667,-60.6333,23.53,90,87,2.24,BR,-14400
454,tobelo,1.7284,128.0095,29.25,65,82,1.24,ID,32400
455,pontes e lacerda,-15.2261,-59.3353,23.2,91,100,0.85,BR,-14400
456,aras-asan,8.8908,126.3033,28.59,70,100,1.79,PH,28800
457,qaqortoq,60.7167,-46.0333,0.0,51,51,2.49,GL,-7200
458,torghay,49.6339,63.4981,-1.22,62,95,1.31,KZ,21600
459,tarawa,1.419,172.984,28.06,73,100,2.57,KI,43200
460,inongo,-1.95,18.2667,21.05,94,100,1.22,CD,3600
461,poso,-1.3959,120.7524,30.87,39,0,0.59,ID,28800
462,al wajh,26.2455,36.4525,27.97,34,0,2.57,SA,10800
463,laguna,38.421,-121.4238,19.1,37,0,4.12,US,-25200
464,colonia,50.9333,6.95,11.03,92,75,2.06,DE,7200
465,sinjar,36.3209,41.8754,20.64,46,100,1.62,IQ,10800
466,madisonville,37.3281,-87.4989,20.49,75,99,3.44,US,-18000
467,port-vila,-17.7338,168.3219,29.78,66,40,4.12,VU,39600
468,roma,43.2128,-75.4557,19.85,91,0,0.0,US,-14400
469,usogorsk,63.4106,48.6872,-3.52,83,100,2.92,RU,10800
470,olyokminsk,60.3736,120.4264,-1.54,66,25,1.75,RU,32400
471,northam,51.0333,-4.2167,12.59,97,100,7.35,GB,3600
472,novo aripuana,-5.1206,-60.3797,24.33,94,100,1.66,BR,-14400
473,urzhar,47.093,81.6294,8.08,68,100,3.32,KZ,21600
474,lao cai,22.4833,103.95,25.05,81,42,0.29,VN,25200
475,gordonvale,-17.0936,145.7842,34.39,62,14,2.7,AU,36000
476,borba,-4.3878,-59.5939,27.67,65,84,1.75,BR,-14400
477,kirakira,-10.4544,161.9205,29.16,75,100,3.46,SB,39600
478,vuktyl,63.8567,57.3094,-6.61,88,47,2.24,RU,10800
479,el matama,16.7095,33.3565,33.45,26,100,3.83,SD,7200
480,minbu,20.1833,94.8833,25.19,80,27,1.85,MM,23400
481,zhangjiakou,40.81,114.8794,11.92,26,0,0.91,CN,28800
482,redencao,-4.2258,-38.7306,22.68,91,9,1.24,BR,-10800
483,nemuro,43.3236,145.575,11.91,78,96,2.41,JP,32400
484,marco island,25.9363,-81.7157,25.0,74,0,2.57,US,-14400
485,sassnitz,54.5167,13.65,8.78,81,100,8.1,DE,7200
486,flying fish cove,-10.4217,105.6791,26.82,78,75,4.63,CX,25200
487,nantucket,41.2835,-70.0995,17.23,98,0,2.57,US,-14400
488,kirovskiy,45.0917,133.5136,6.19,47,11,1.62,RU,36000
489,ujae,8.9322,165.7642,28.48,78,100,4.4,MH,43200
490,stjordalshalsen,63.4681,10.9262,-2.0,86,100,2.57,NO,7200
491,chui,-33.6971,-53.4616,10.36,74,0,2.29,UY,-10800
492,happy valley-goose bay,53.3168,-60.3315,1.17,75,20,5.66,CA,-10800
493,kolonia,50.9333,6.95,11.03,91,75,2.57,DE,7200
494,piton saint-leu,-21.2196,55.3151,21.06,68,0,2.57,RE,14400
495,jaisalmer,26.9147,70.9181,25.75,42,21,4.53,IN,19800
496,borzya,50.3833,116.5167,1.8,41,6,1.34,RU,32400
497,tolanaro,-25.0319,46.9987,20.04,88,40,0.0,MG,10800
498,ofunato,39.0717,141.7167,17.18,60,66,1.51,JP,32400
499,palikir - national government center,6.9248,158.1611,28.02,71,91,1.38,FM,39600
500,vikasnagar,30.4683,77.775,13.52,48,0,3.04,IN,19800
501,hassi messaoud,31.6804,6.0729,20.92,35,0,1.54,DZ,3600
502,sadovoye,47.7764,44.5089,7.22,93,100,2.91,RU,10800
503,arusha,-3.3667,36.6833,17.5,86,47,1.94,TZ,10800
504,khorixas,-20.3667,14.9667,19.29,45,100,1.67,NA,7200
505,beipiao,41.7919,120.7792,9.43,26,6,2.37,CN,28800
506,korla,41.7597,86.1469,10.63,36,100,1.88,CN,28800
507,boa vista,2.8197,-60.6733,29.99,62,20,3.09,BR,-14400
508,muroto-misakicho,33.2833,134.15,20.69,55,0,4.72,JP,32400
509,bardai,11.65,7.2333,21.77,31,99,2.66,NG,3600
510,xining,36.6167,101.7667,6.63,63,0,0.82,CN,28800
511,lata,40.1629,-8.3327,14.4,96,96,1.92,PT,3600
512,villa yapacani,-17.4,-63.8333,25.37,77,92,1.53,BO,-14400
513,kavak,41.0783,36.0425,17.72,37,100,3.14,TR,10800
514,tadmur,34.5608,38.2805,21.15,42,70,2.62,SY,10800
515,vilyuysk,63.7553,121.6247,-8.33,92,97,2.24,RU,32400
516,torrington,41.8007,-73.1212,19.07,80,100,1.44,US,-14400
517,orlovskiy,46.8714,42.0592,14.24,95,100,2.66,RU,10800
518,san lawrenz,36.0553,14.204,22.14,78,100,5.63,MT,7200
519,antonio enes,-16.2325,39.9086,26.66,71,92,1.66,MZ,7200
520,saskatoon,52.1168,-106.6345,-3.34,85,99,5.81,CA,-21600
521,spencer,43.1414,-95.1444,17.62,88,100,5.66,US,-18000
522,kerikeri,-35.2268,173.9474,16.62,91,100,0.45,NZ,46800
523,taulaga,-11.0553,-171.0883,27.81,79,58,6.81,AS,-39600
524,gewane,10.1664,40.6453,24.71,65,99,0.64,ET,10800
525,kristiansund,63.1115,7.732,1.36,75,6,1.54,NO,7200
526,jinchang,38.4953,102.1739,11.96,30,0,1.57,CN,28800
527,hailar,49.2,119.7,2.26,36,3,2.56,CN,28800
528,inyonga,-6.7167,32.0667,21.84,51,81,1.9,TZ,10800
529,kharkhorin,47.1975,102.8238,5.31,25,34,1.55,MN,28800
530,berdigestyakh,62.0989,126.6992,-9.69,90,100,2.38,RU,32400
531,qarqaraly,49.4058,75.4742,-4.98,68,32,3.97,KZ,21600
532,mooroopna,-36.4,145.35,17.52,36,0,2.24,AU,39600
533,brokopondo,4.75,-55.1667,26.33,67,100,4.38,SR,-10800
534,les cayes,18.2,-73.75,25.9,70,0,3.22,HT,-14400
535,kajaani,64.2273,27.7285,-1.97,80,100,2.06,FI,10800
536,jilin,43.0,126.0,5.61,26,0,0.34,CN,28800
537,salinopolis,-0.6136,-47.3561,27.03,74,23,5.34,BR,-10800
538,manokwari,-0.8667,134.0833,28.19,73,100,2.36,ID,32400
539,dalai,45.5,124.3,6.55,17,15,2.64,CN,28800
540,katsuura,35.1333,140.3,20.94,60,5,4.17,JP,32400
541,tsiombe,-25.3,45.4833,17.96,75,38,2.05,MG,10800
542,boyolangu,-8.1181,111.8935,28.53,63,12,2.5,ID,25200
543,majalgaon,19.15,76.2333,18.17,57,82,1.28,IN,19800
544,cestos city,5.46,-9.5828,25.8,88,87,3.56,LR,0
545,egilsstadir,65.2653,-14.3948,1.95,93,75,3.09,IS,0
546,chimore,-16.9833,-65.1333,24.8,87,100,0.9,BO,-14400
547,kerewan,13.4898,-16.0888,26.43,85,78,2.77,GM,0
548,the bottom,17.6259,-63.2492,25.31,74,94,3.86,BQ,-14400
549,macheng,31.1783,115.0319,21.73,47,100,1.25,CN,28800
550,salinas,36.6777,-121.6555,17.54,74,0,4.12,US,-25200
551,naracoorte,-36.9579,140.7383,18.49,28,45,3.27,AU,37800
552,borgarnes,64.5383,-21.9206,1.0,90,54,3.06,IS,0
553,peterhead,57.5058,-1.7981,11.22,88,100,12.15,GB,3600
554,onega,63.9061,38.1404,-2.96,83,94,2.19,RU,10800
555,katiola,8.1333,-5.1,23.62,87,43,2.14,CI,0
556,howrah,22.5892,88.3103,25.0,88,40,2.57,IN,19800
557,save,8.0425,2.486,24.09,91,17,2.82,BJ,3600
558,toliara,-23.35,43.6667,19.8,70,7,4.9,MG,10800
559,harper,4.375,-7.7169,25.14,91,39,3.54,LR,0
560,kokopo,-4.352,152.2633,28.53,71,68,4.07,PG,36000
561,nova vicosa,-17.8919,-39.3719,24.82,91,100,6.63,BR,-10800
562,adre,13.4667,22.2,28.85,27,100,1.6,TD,3600
563,hachinohe,40.5,141.5,16.6,63,100,1.24,JP,32400
564,formosa do rio preto,-11.0483,-45.1931,23.8,75,15,1.65,BR,-10800
565,hammerfest,70.6634,23.6821,-3.75,86,100,0.0,NO,7200
566,dakoro,14.5106,6.765,27.21,14,2,1.98,NE,3600
567,puerto aysen,-45.4,-72.7,7.43,99,100,2.34,CL,-10800
